"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN8E2925E63A5349FB,BarnStorm Portable Buildings,"1200 TX-31, Kilgore, TX 75662",https://www.bing.com/th?id=OLC.EXwxZNATyfzSbg480x360&pid=Local,https://www.bing.com/maps?cp=32.40241622924805%7E-94.86788940429688&lvl=16.0&q=BarnStorm%20Portable%20Buildings%20%2C%201200%20TX-31%2C%20Kilgore%2C%20TX%2075662,32.40241623,-94.8678894,,,Building contractor,Open · Closes 5 AM,http://barnstormportablebuildings.com/,(903) 240-8118,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNBCEFE8FAA11E3514,Double D Sales,"1402 Kilgore Dr, Henderson, TX 75652",https://www.bing.com/th?id=OLC.uZD0saErsgXWWw480x360&pid=Local,https://www.bing.com/maps?cp=32.1869010925293%7E-94.8001480102539&lvl=16.0&q=Double%20D%20Sales%20%2C%201402%20Kilgore%20Dr%2C%20Henderson%2C%20TX%2075652,32.18690109,-94.80014801,,,Building contractor,Closed · Opens tomorrow 8 AM,http://www.doubledsales.com/,(903) 655-2200,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN93189381BC8D3C60,"Mueller, Inc.","300 Post Oak Rd, Kilgore, TX 75662",https://www.bing.com/th?id=OLC.RWYEtOvRyVUUcA480x360&pid=Local,https://www.bing.com/maps?cp=32.43336486816406%7E-94.83442687988281&lvl=16.0&q=Mueller%2C%20Inc.%20%2C%20300%20Post%20Oak%20Rd%2C%20Kilgore%2C%20TX%2075662,32.43336487,-94.83442688,,,Metal fabricator,Closes in 2 mins,http://muellerinc.com/,(800) 542-6835,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN3682EA2F9532318B,Storage Solutions (Gemco),"4801 Judson Rd, Longview, TX 75605",https://www.bing.com/th?id=OLC./Ydn/BvWmhHhsA480x360&pid=Local,https://www.bing.com/maps?cp=32.572208404541016%7E-94.75389862060547&lvl=16.0&q=Storage%20Solutions%20(Gemco)%20%2C%204801%20Judson%20Rd%2C%20Longview%2C%20TX%2075605,32.5722084,-94.75389862,,,Metal fabricator,Closes in 2 mins,http://www.bestbuildingsintexas.com/,(903) 663-3348,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7193014BC592EE23,East Texas Carports,"1000 1/2 W Cotton St, Longview, TX 75604",https://www.bing.com/th?id=OLC.dYivEfBAkjiBHA480x360&pid=Local,https://www.bing.com/maps?cp=32.49580001831055%7E-94.76066589355469&lvl=16.0&q=East%20Texas%20Carports%20%2C%201000%201%2F2%20W%20Cotton%20St%2C%20Longview%2C%20TX%2075604,32.49580002,-94.76066589,3.5,Yelp (7),Metal fabricator,Closes in 2 mins,https://easttexascarports.com/,(903) 234-8922,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNA029AE93359C7473,A-1 Construction Co,"4876 FM 1844, Longview, TX 75605",https://www.bing.com/th?id=OLC.+Ud7RkDkqXszUw480x360&pid=Local,https://www.bing.com/maps?cp=32.59151840209961%7E-94.81986236572266&lvl=16.0&q=A-1%20Construction%20Co%20%2C%204876%20FM%201844%2C%20Longview%2C%20TX%2075605,32.5915184,-94.81986237,,,Metal fabricator,Closes in 2 mins,http://www.bestbuildingsintexas.com/,(903) 291-9900,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNACF4D2BE657B7A79,"Turner Steel Buildings, Inc","20189 County Road 4106, Lindale, TX 75771",https://www.bing.com/th?id=OLC.H8iCeXPBR+9HJw480x360&pid=Local,https://www.bing.com/maps?cp=32.560420989990234%7E-95.35546875&lvl=16.0&q=Turner%20Steel%20Buildings%2C%20Inc%20%2C%2020189%20County%20Road%204106%2C%20Lindale%2C%20TX%2075771,32.56042099,-95.35546875,,,Construction services,Open · Closes 5:30 PM,http://www.turnerbuildings.com/,(903) 570-8935,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN47DDB358DEC3F968,Superior Buildings and Carports,"510 US Highway 271 S, Gilmer, TX 75644",https://www.bing.com/th?id=OLC.EXwxZNATyfzSbg480x360&pid=Local,https://www.bing.com/maps?cp=32.72292709350586%7E-94.94278717041016&lvl=16.0&q=Superior%20Buildings%20and%20Carports%20%2C%20510%20US%20Highway%20271%20S%2C%20Gilmer%2C%20TX%2075644,32.72292709,-94.94278717,,,Building contractor,,http://www.gilmersheds.com/,(903) 855-9533,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN60DAB60B2FFD9A4,Kevin's Portable Buildings,"466 US-80 E, Gladewater, TX 75647",https://www.bing.com/th?id=OLC.WfC8hgg4cNYcog480x360&pid=Local,https://www.bing.com/maps?cp=32.52941131591797%7E-94.90201568603516&lvl=16.0&q=Kevin's%20Portable%20Buildings%20%2C%20466%20US-80%20E%2C%20Gladewater%2C%20TX%2075647,32.52941132,-94.90201569,,,Building contractor,Closes in 2 mins,http://kevinsportablebuildings.com/,(903) 720-9777,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN47E9AA175E29F804,Leland's Sheds Of Gilmer - Rustic Ridge Outdoor Solutions,"585 State Highway 155 S, Gilmer, TX 75644",,https://www.bing.com/maps?cp=32.7364616394043%7E-94.93827819824219&lvl=16.0&q=Leland's%20Sheds%20Of%20Gilmer%20-%20Rustic%20Ridge%20Outdoor%20Solutions%20%2C%20585%20State%20Highway%20155%20S%2C%20Gilmer%2C%20TX%2075644,32.73646164,-94.9382782,,,Building contractor,Closed · Opens tomorrow 10 AM,https://lelandsbarns.com/gilmer/,(817) 592-8603,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNC1A1566DA0597D04,Winslow's Portable Buildings,"7944 US Highway 259 N, Longview, TX 75605",,https://www.bing.com/maps?cp=32.617225646972656%7E-94.75788879394531&lvl=16.0&q=Winslow's%20Portable%20Buildings%20%2C%207944%20US%20Highway%20259%20N%2C%20Longview%2C%20TX%2075605,32.61722565,-94.75788879,,,Architecture,Open · Closes 6 PM,https://winslowsinc.com/,(903) 371-0088,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN54DC29C5D5C759D6,"Atlas Building Systems, Inc.","9279 US-259 S, Longview, TX 75605",https://www.bing.com/th?id=OLC.QZp+RgRMteWiPQ480x360&pid=Local,https://www.bing.com/maps?cp=32.637779235839844%7E-94.76073455810547&lvl=16.0&q=Atlas%20Building%20Systems%2C%20Inc.%20%2C%209279%20US-259%20S%2C%20Longview%2C%20TX%2075605,32.63777924,-94.76073456,,,Home service,Open · Closes 5:30 PM,http://atlasbackyardsheds.com/,(903) 757-3336,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNC1A9E74972E47FB4,Winslows Custom Buildings,"35 FM 21, Mt Vernon, TX 75457",,https://www.bing.com/maps?cp=33.0887565612793%7E-95.12747955322266&lvl=16.0&q=Winslows%20Custom%20Buildings%20%2C%2035%20FM%2021%2C%20Mt%20Vernon%2C%20TX%2075457,33.08875656,-95.12747955,,,Building contractor,,http://www.winslowsinc.com/,(903) 380-5576,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7B4AE5A331A21788,Tractor Supply Co.,"968 US Highway 271 S, Gilmer, TX 75644",https://www.bing.com/th?id=OLC.DvXPMogACIsP8g480x360&pid=Local,https://www.bing.com/maps?cp=32.71737289428711%7E-94.9437255859375&lvl=16.0&q=Tractor%20Supply%20Co.%20%2C%20968%20US%20Highway%20271%20S%2C%20Gilmer%2C%20TX%2075644,32.71737289,-94.94372559,,,Retail,Open · Closes 8 PM,https://www.tractorsupply.com/tsc/store_Gilmer-TX-75644_1967,(903) 843-4444,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN92FEBD370FEB0F44,Storage Solutions,"613 N Greer Blvd, Pittsburg, TX 75686",https://www.bing.com/th?id=OLC.fLVD166cLu63Ug480x360&pid=Local,https://www.bing.com/maps?cp=33.00618362426758%7E-94.96129608154297&lvl=16.0&q=Storage%20Solutions%20%2C%20613%20N%20Greer%20Blvd%2C%20Pittsburg%2C%20TX%2075686,33.00618362,-94.96129608,,,Building contractor,Closes in 2 mins,https://www.bestbuildingsintexas.com/,(903) 856-5095,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN2576CE09174D43C4,BryanMark Construction,"206 N Greer Blvd, Pittsburg, TX 75686",https://www.bing.com/th?id=OLC.uX4DdetotYSR1A480x360&pid=Local,https://www.bing.com/maps?cp=33.00226593017578%7E-94.96013641357422&lvl=16.0&q=BryanMark%20Construction%20%2C%20206%20N%20Greer%20Blvd%2C%20Pittsburg%2C%20TX%2075686,33.00226593,-94.96013641,,,Home service,Closes in 2 mins,https://bryanmarkconstruction.com/,(903) 708-7538,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN89F844F0FA04B73F,East Texas Metal Detectors,"1495 FM 49, Gilmer, TX 75644",,https://www.bing.com/maps?cp=32.72747039794922%7E-94.96827697753906&lvl=16.0&q=East%20Texas%20Metal%20Detectors%20%2C%201495%20FM%2049%2C%20Gilmer%2C%20TX%2075644,32.7274704,-94.96827698,,,Metal detector services,Closes in 2 mins,,(903) 734-7773,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YNEE77F178ADDE0790,Shane Myers Construction & Fabrication,"Moose Rd, Winnsboro, TX 75494",,https://www.bing.com/maps?cp=32.797943115234375%7E-95.13329315185547&lvl=16.0&q=Shane%20Myers%20Construction%20%26%20Fabrication%20%2C%20Moose%20Rd%2C%20Winnsboro%2C%20TX%2075494,32.79794312,-95.13329315,,,Metal fabricator,Open · Closes 6 PM,https://www.facebook.com/shanemyerswelding/,(903) 841-1569,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
